actually i would prefer in a expensive price range	great is there any other thing to modify
no	sure maam i'm finding some options for you
<SILENCE>	api_call british paris four expensive
thank you	you're welcome
hello	hey girl how is it going
can you book a table for eight people in a expensive price range with indian cuisine in london	be right back with your reservation
<SILENCE>	sure finding some options
<SILENCE>	api_call indian london eight expensive
actually i would prefer in bombay	awesome is there any other update
actually i would prefer with british food	awesome is there any other update
actually i would prefer for two	awesome is there any other update
no	sure finding some options
<SILENCE>	api_call british bombay two expensive
thank you	happy to help
hi	hello maam how can i help you
may i have a table for two with french cuisine in bombay in a moderate price range	give me a second for processing the reservation
<SILENCE>	sure maam i'm finding some options for you
<SILENCE>	api_call french bombay two moderate
actually i would prefer in a expensive price range	great is there any other thing to modify
no	sure maam i'm finding some options for you
<SILENCE>	api_call french bombay two expensive
you rock	you're welcome
good morning	hello sir what can i help you with
may i have a table for six in a expensive price range in london with french food	i'm processing the request
<SILENCE>	ok sir i'm looking for options for you
<SILENCE>	api_call french london six expensive
actually i would prefer in a moderate price range	great is there anything else to modify
actually i would prefer for four people	great is there anything else to modify
instead could it be in madrid	great is there anything else to modify
no	ok sir i'm looking for options for you
<SILENCE>	api_call french madrid four moderate
you rock	you're welcome
hello	hey dude what is up
may i have a table with french cuisine for two people in a cheap price range in rome	i'm on your request
<SILENCE>	ok looking for options
<SILENCE>	api_call french rome two cheap
instead could it be with spanish food	cool anything else you want to update
actually i would prefer in london	cool anything else you want to update
actually i would prefer for eight	cool anything else you want to update
no	ok looking for options
<SILENCE>	api_call spanish london eight cheap
you rock	no problem
hi	good day madam how could i assist you today
can you make a restaurant reservation in madrid in a cheap price range for four people with french food	thank you madam i shall start the reservation now
